,agentura,období,vyberte stranu,vážený průměr,party_average,size,model,agentura1
765,Kantar,týd 15/20,ANO,0.31912661651311625,ANO,1,31.9,vážený model
766,Median,týd 15/20,ANO,0.31912661651311625,ANO,1,31.9,vážený model
767,STEM,týd 15/20,ANO,0.31912661651311625,ANO,1,31.9,vážený model
768,CVVM,týd 16/20,ANO,0.3194317833502943,ANO,1,31.9,vážený model
769,Data Collect,týd 16/20,ANO,0.3194317833502943,ANO,1,31.9,vážený model
770,Ipsos,týd 16/20,ANO,0.3194317833502943,ANO,1,31.9,vážený model
771,Kantar,týd 16/20,ANO,0.3194317833502943,ANO,1,31.9,vážený model
772,Median,týd 16/20,ANO,0.3194317833502943,ANO,1,31.9,vážený model
773,STEM,týd 16/20,ANO,0.3194317833502943,ANO,1,31.9,vážený model
774,CVVM,týd 17/20,ANO,0.3195774205324906,ANO,1,32.0,vážený model
775,Data Collect,týd 17/20,ANO,0.3195774205324906,ANO,1,32.0,vážený model
776,Ipsos,týd 17/20,ANO,0.3195774205324906,ANO,1,32.0,vážený model
777,Kantar,týd 17/20,ANO,0.3195774205324906,ANO,1,32.0,vážený model
778,Median,týd 17/20,ANO,0.3195774205324906,ANO,1,32.0,vážený model
779,STEM,týd 17/20,ANO,0.3195774205324906,ANO,1,32.0,vážený model
780,CVVM,týd 18/20,ANO,0.31863771661446716,ANO,1,31.9,vážený model
781,Data Collect,týd 18/20,ANO,0.31863771661446716,ANO,1,31.9,vážený model
782,Ipsos,týd 18/20,ANO,0.31863771661446716,ANO,1,31.9,vážený model
783,Kantar,týd 18/20,ANO,0.31863771661446716,ANO,1,31.9,vážený model
784,Median,týd 18/20,ANO,0.31863771661446716,ANO,1,31.9,vážený model
785,STEM,týd 18/20,ANO,0.31863771661446716,ANO,1,31.9,vážený model
786,CVVM,týd 19/20,ANO,0.3176390626323546,ANO,1,31.8,vážený model
787,Data Collect,týd 19/20,ANO,0.3176390626323546,ANO,1,31.8,vážený model
788,Ipsos,týd 19/20,ANO,0.3176390626323546,ANO,1,31.8,vážený model
789,Kantar,týd 19/20,ANO,0.3176390626323546,ANO,1,31.8,vážený model
790,Median,týd 19/20,ANO,0.3176390626323546,ANO,1,31.8,vážený model
791,STEM,týd 19/20,ANO,0.3176390626323546,ANO,1,31.8,vážený model
792,CVVM,týd 20/20,ANO,0.3166306716549319,ANO,1,31.7,vážený model
793,Data Collect,týd 20/20,ANO,0.3166306716549319,ANO,1,31.7,vážený model
794,Ipsos,týd 20/20,ANO,0.3166306716549319,ANO,1,31.7,vážený model
795,Kantar,týd 20/20,ANO,0.3166306716549319,ANO,1,31.7,vážený model
796,Median,týd 20/20,ANO,0.3166306716549319,ANO,1,31.7,vážený model
797,STEM,týd 20/20,ANO,0.3166306716549319,ANO,1,31.7,vážený model
798,CVVM,týd 21/20,ANO,0.3156636822375382,ANO,1,31.6,vážený model
799,Data Collect,týd 21/20,ANO,0.3156636822375382,ANO,1,31.6,vážený model
800,Ipsos,týd 21/20,ANO,0.3156636822375382,ANO,1,31.6,vážený model
801,Kantar,týd 21/20,ANO,0.3156636822375382,ANO,1,31.6,vážený model
802,Median,týd 21/20,ANO,0.3156636822375382,ANO,1,31.6,vážený model
803,STEM,týd 21/20,ANO,0.3156636822375382,ANO,1,31.6,vážený model
804,CVVM,týd 22/20,ANO,0.31459408682401413,ANO,1,31.5,vážený model
805,Data Collect,týd 22/20,ANO,0.31459408682401413,ANO,1,31.5,vážený model
806,Ipsos,týd 22/20,ANO,0.31459408682401413,ANO,1,31.5,vážený model
807,Kantar,týd 22/20,ANO,0.31459408682401413,ANO,1,31.5,vážený model
808,Median,týd 22/20,ANO,0.31459408682401413,ANO,1,31.5,vážený model
809,STEM,týd 22/20,ANO,0.31459408682401413,ANO,1,31.5,vážený model
810,CVVM,týd 23/20,ANO,0.31234641715427225,ANO,1,31.2,vážený model
811,Data Collect,týd 23/20,ANO,0.31234641715427225,ANO,1,31.2,vážený model
812,Ipsos,týd 23/20,ANO,0.31234641715427225,ANO,1,31.2,vážený model
813,Kantar,týd 23/20,ANO,0.31234641715427225,ANO,1,31.2,vážený model
814,Median,týd 23/20,ANO,0.31234641715427225,ANO,1,31.2,vážený model
815,STEM,týd 23/20,ANO,0.31234641715427225,ANO,1,31.2,vážený model
816,CVVM,týd 24/20,ANO,0.309999313686825,ANO,1,31.0,vážený model
817,Data Collect,týd 24/20,ANO,0.309999313686825,ANO,1,31.0,vážený model
818,Ipsos,týd 24/20,ANO,0.309999313686825,ANO,1,31.0,vážený model
819,Kantar,týd 24/20,ANO,0.309999313686825,ANO,1,31.0,vážený model
820,Median,týd 24/20,ANO,0.309999313686825,ANO,1,31.0,vážený model
821,STEM,týd 24/20,ANO,0.309999313686825,ANO,1,31.0,vážený model
822,CVVM,týd 25/20,ANO,0.3076716472274386,ANO,1,30.8,vážený model
823,Data Collect,týd 25/20,ANO,0.3076716472274386,ANO,1,30.8,vážený model
824,Ipsos,týd 25/20,ANO,0.3076716472274386,ANO,1,30.8,vážený model
825,Kantar,týd 25/20,ANO,0.3076716472274386,ANO,1,30.8,vážený model
826,Median,týd 25/20,ANO,0.3076716472274386,ANO,1,30.8,vážený model
827,STEM,týd 25/20,ANO,0.3076716472274386,ANO,1,30.8,vážený model
828,CVVM,týd 26/20,ANO,0.30535828710002544,ANO,1,30.5,vážený model
829,Data Collect,týd 26/20,ANO,0.30535828710002544,ANO,1,30.5,vážený model
830,Ipsos,týd 26/20,ANO,0.30535828710002544,ANO,1,30.5,vážený model
831,Kantar,týd 26/20,ANO,0.30535828710002544,ANO,1,30.5,vážený model
832,Median,týd 26/20,ANO,0.30535828710002544,ANO,1,30.5,vážený model
833,STEM,týd 26/20,ANO,0.30535828710002544,ANO,1,30.5,vážený model
834,CVVM,týd 27/20,ANO,0.3030667860269136,ANO,1,30.3,vážený model
835,Data Collect,týd 27/20,ANO,0.3030667860269136,ANO,1,30.3,vážený model
836,Ipsos,týd 27/20,ANO,0.3030667860269136,ANO,1,30.3,vážený model
837,Kantar,týd 27/20,ANO,0.3030667860269136,ANO,1,30.3,vážený model
838,Median,týd 27/20,ANO,0.3030667860269136,ANO,1,30.3,vážený model
839,STEM,týd 27/20,ANO,0.3030667860269136,ANO,1,30.3,vážený model
840,CVVM,týd 28/20,ANO,0.30073698824946027,ANO,1,30.1,vážený model
841,Data Collect,týd 28/20,ANO,0.30073698824946027,ANO,1,30.1,vážený model
842,Ipsos,týd 28/20,ANO,0.30073698824946027,ANO,1,30.1,vážený model
843,Kantar,týd 28/20,ANO,0.30073698824946027,ANO,1,30.1,vážený model
844,Median,týd 28/20,ANO,0.30073698824946027,ANO,1,30.1,vážený model
845,STEM,týd 28/20,ANO,0.30073698824946027,ANO,1,30.1,vážený model
846,CVVM,týd 29/20,ANO,0.29835412477052675,ANO,1,29.8,vážený model
847,Data Collect,týd 29/20,ANO,0.29835412477052675,ANO,1,29.8,vážený model
848,Ipsos,týd 29/20,ANO,0.29835412477052675,ANO,1,29.8,vážený model
849,Kantar,týd 29/20,ANO,0.29835412477052675,ANO,1,29.8,vážený model
850,Median,týd 29/20,ANO,0.29835412477052675,ANO,1,29.8,vážený model
851,STEM,týd 29/20,ANO,0.29835412477052675,ANO,1,29.8,vážený model
852,CVVM,týd 30/20,ANO,0.2960398989661379,ANO,1,29.6,vážený model
853,Data Collect,týd 30/20,ANO,0.2960398989661379,ANO,1,29.6,vážený model
854,Ipsos,týd 30/20,ANO,0.2960398989661379,ANO,1,29.6,vážený model
855,Kantar,týd 30/20,ANO,0.2960398989661379,ANO,1,29.6,vážený model
856,Median,týd 30/20,ANO,0.2960398989661379,ANO,1,29.6,vážený model
857,STEM,týd 30/20,ANO,0.2960398989661379,ANO,1,29.6,vážený model
858,CVVM,týd 31/20,ANO,0.29413946899730076,ANO,1,29.4,vážený model
859,Data Collect,týd 31/20,ANO,0.29413946899730076,ANO,1,29.4,vážený model
860,Ipsos,týd 31/20,ANO,0.29413946899730076,ANO,1,29.4,vážený model
861,Kantar,týd 31/20,ANO,0.29413946899730076,ANO,1,29.4,vážený model
862,Median,týd 31/20,ANO,0.29413946899730076,ANO,1,29.4,vážený model
863,STEM,týd 31/20,ANO,0.29413946899730076,ANO,1,29.4,vážený model
864,CVVM,týd 32/20,ANO,0.2922619632478408,ANO,1,29.2,vážený model
865,Data Collect,týd 32/20,ANO,0.2922619632478408,ANO,1,29.2,vážený model
866,Ipsos,týd 32/20,ANO,0.2922619632478408,ANO,1,29.2,vážený model
867,Kantar,týd 32/20,ANO,0.2922619632478408,ANO,1,29.2,vážený model
868,Median,týd 32/20,ANO,0.2922619632478408,ANO,1,29.2,vážený model
869,STEM,týd 32/20,ANO,0.2922619632478408,ANO,1,29.2,vážený model
870,CVVM,týd 33/20,ANO,0.2904994273954832,ANO,1,29.0,vážený model
871,Data Collect,týd 33/20,ANO,0.2904994273954832,ANO,1,29.0,vážený model
872,Ipsos,týd 33/20,ANO,0.2904994273954832,ANO,1,29.0,vážený model
873,Kantar,týd 33/20,ANO,0.2904994273954832,ANO,1,29.0,vážený model
874,Median,týd 33/20,ANO,0.2904994273954832,ANO,1,29.0,vážený model
875,STEM,týd 33/20,ANO,0.2904994273954832,ANO,1,29.0,vážený model
876,CVVM,týd 34/20,ANO,0.2886318436377124,ANO,1,28.9,vážený model
877,Data Collect,týd 34/20,ANO,0.2886318436377124,ANO,1,28.9,vážený model
878,Ipsos,týd 34/20,ANO,0.2886318436377124,ANO,1,28.9,vážený model
879,Kantar,týd 34/20,ANO,0.2886318436377124,ANO,1,28.9,vážený model
880,Median,týd 34/20,ANO,0.2886318436377124,ANO,1,28.9,vážený model
881,STEM,týd 34/20,ANO,0.2886318436377124,ANO,1,28.9,vážený model
882,CVVM,týd 35/20,ANO,0.2868209755067478,ANO,1,28.7,vážený model
883,Data Collect,týd 35/20,ANO,0.2868209755067478,ANO,1,28.7,vážený model
884,Ipsos,týd 35/20,ANO,0.2868209755067478,ANO,1,28.7,vážený model
885,Kantar,týd 35/20,ANO,0.2868209755067478,ANO,1,28.7,vážený model
886,Median,týd 35/20,ANO,0.2868209755067478,ANO,1,28.7,vážený model
887,STEM,týd 35/20,ANO,0.2868209755067478,ANO,1,28.7,vážený model
888,CVVM,týd 36/20,ANO,0.28525463091143327,ANO,1,28.5,vážený model
889,Data Collect,týd 36/20,ANO,0.28525463091143327,ANO,1,28.5,vážený model
890,Ipsos,týd 36/20,ANO,0.28525463091143327,ANO,1,28.5,vážený model
891,Kantar,týd 36/20,ANO,0.28525463091143327,ANO,1,28.5,vážený model
892,Median,týd 36/20,ANO,0.28525463091143327,ANO,1,28.5,vážený model
893,STEM,týd 36/20,ANO,0.28525463091143327,ANO,1,28.5,vážený model
894,CVVM,týd 37/20,ANO,0.2842605826918707,ANO,1,28.4,vážený model
895,Data Collect,týd 37/20,ANO,0.2842605826918707,ANO,1,28.4,vážený model
896,Ipsos,týd 37/20,ANO,0.2842605826918707,ANO,1,28.4,vážený model
897,Kantar,týd 37/20,ANO,0.2842605826918707,ANO,1,28.4,vážený model
898,Median,týd 37/20,ANO,0.2842605826918707,ANO,1,28.4,vážený model
899,STEM,týd 37/20,ANO,0.2842605826918707,ANO,1,28.4,vážený model
900,CVVM,týd 38/20,ANO,0.2821150488345344,ANO,1,28.2,vážený model
901,Data Collect,týd 38/20,ANO,0.2821150488345344,ANO,1,28.2,vážený model
902,Ipsos,týd 38/20,ANO,0.2821150488345344,ANO,1,28.2,vážený model
903,Kantar,týd 38/20,ANO,0.2821150488345344,ANO,1,28.2,vážený model
904,Median,týd 38/20,ANO,0.2821150488345344,ANO,1,28.2,vážený model
905,STEM,týd 38/20,ANO,0.2821150488345344,ANO,1,28.2,vážený model
906,CVVM,týd 39/20,ANO,0.2793883831947785,ANO,1,27.9,vážený model
907,Data Collect,týd 39/20,ANO,0.2793883831947785,ANO,1,27.9,vážený model
908,Ipsos,týd 39/20,ANO,0.2793883831947785,ANO,1,27.9,vážený model
909,Kantar,týd 39/20,ANO,0.2793883831947785,ANO,1,27.9,vážený model
910,Median,týd 39/20,ANO,0.2793883831947785,ANO,1,27.9,vážený model
911,STEM,týd 39/20,ANO,0.2793883831947785,ANO,1,27.9,vážený model
912,CVVM,týd 40/20,ANO,0.2768894244773299,ANO,1,27.7,vážený model
913,Data Collect,týd 40/20,ANO,0.2768894244773299,ANO,1,27.7,vážený model
914,Ipsos,týd 40/20,ANO,0.2768894244773299,ANO,1,27.7,vážený model
915,Kantar,týd 40/20,ANO,0.2768894244773299,ANO,1,27.7,vážený model
916,Median,týd 40/20,ANO,0.2768894244773299,ANO,1,27.7,vážený model
917,STEM,týd 40/20,ANO,0.2768894244773299,ANO,1,27.7,vážený model
918,CVVM,týd 41/20,ANO,0.2758176287926744,ANO,1,27.6,vážený model
919,Data Collect,týd 41/20,ANO,0.2758176287926744,ANO,1,27.6,vážený model
920,Ipsos,týd 41/20,ANO,0.2758176287926744,ANO,1,27.6,vážený model
921,Kantar,týd 41/20,ANO,0.2758176287926744,ANO,1,27.6,vážený model
922,Median,týd 41/20,ANO,0.2758176287926744,ANO,1,27.6,vážený model
923,STEM,týd 41/20,ANO,0.2758176287926744,ANO,1,27.6,vážený model
924,CVVM,týd 42/20,ANO,0.274741945505073,ANO,1,27.5,vážený model
925,Data Collect,týd 42/20,ANO,0.274741945505073,ANO,1,27.5,vážený model
926,Ipsos,týd 42/20,ANO,0.274741945505073,ANO,1,27.5,vážený model
927,Kantar,týd 42/20,ANO,0.274741945505073,ANO,1,27.5,vážený model
928,Median,týd 42/20,ANO,0.274741945505073,ANO,1,27.5,vážený model
929,STEM,týd 42/20,ANO,0.274741945505073,ANO,1,27.5,vážený model
930,CVVM,týd 43/20,ANO,0.27311296675351887,ANO,1,27.3,vážený model
931,Data Collect,týd 43/20,ANO,0.27311296675351887,ANO,1,27.3,vážený model
932,Ipsos,týd 43/20,ANO,0.27311296675351887,ANO,1,27.3,vážený model
933,Kantar,týd 43/20,ANO,0.27311296675351887,ANO,1,27.3,vážený model
934,Median,týd 43/20,ANO,0.27311296675351887,ANO,1,27.3,vážený model
935,STEM,týd 43/20,ANO,0.27311296675351887,ANO,1,27.3,vážený model
936,CVVM,týd 44/20,ANO,0.2714493802763927,ANO,1,27.1,vážený model
937,Data Collect,týd 44/20,ANO,0.2714493802763927,ANO,1,27.1,vážený model
938,Ipsos,týd 44/20,ANO,0.2714493802763927,ANO,1,27.1,vážený model
939,Kantar,týd 44/20,ANO,0.2714493802763927,ANO,1,27.1,vážený model
940,Median,týd 44/20,ANO,0.2714493802763927,ANO,1,27.1,vážený model
941,STEM,týd 44/20,ANO,0.2714493802763927,ANO,1,27.1,vážený model
942,CVVM,týd 45/20,ANO,0.2695983868466274,ANO,1,27.0,vážený model
943,Data Collect,týd 45/20,ANO,0.2695983868466274,ANO,1,27.0,vážený model
944,Ipsos,týd 45/20,ANO,0.2695983868466274,ANO,1,27.0,vážený model
945,Kantar,týd 45/20,ANO,0.2695983868466274,ANO,1,27.0,vážený model
946,Median,týd 45/20,ANO,0.2695983868466274,ANO,1,27.0,vážený model
947,STEM,týd 45/20,ANO,0.2695983868466274,ANO,1,27.0,vážený model
948,CVVM,týd 46/20,ANO,0.26773432222972204,ANO,1,26.8,vážený model
949,Data Collect,týd 46/20,ANO,0.26773432222972204,ANO,1,26.8,vážený model
950,Ipsos,týd 46/20,ANO,0.26773432222972204,ANO,1,26.8,vážený model
951,Kantar,týd 46/20,ANO,0.26773432222972204,ANO,1,26.8,vážený model
952,Median,týd 46/20,ANO,0.26773432222972204,ANO,1,26.8,vážený model
953,STEM,týd 46/20,ANO,0.26773432222972204,ANO,1,26.8,vážený model
954,CVVM,týd 47/20,ANO,0.2653715163383009,ANO,1,26.5,vážený model
955,Data Collect,týd 47/20,ANO,0.2653715163383009,ANO,1,26.5,vážený model
956,Ipsos,týd 47/20,ANO,0.2653715163383009,ANO,1,26.5,vážený model
957,Kantar,týd 47/20,ANO,0.2653715163383009,ANO,1,26.5,vážený model
958,Median,týd 47/20,ANO,0.2653715163383009,ANO,1,26.5,vážený model
959,STEM,týd 47/20,ANO,0.2653715163383009,ANO,1,26.5,vážený model
960,CVVM,týd 48/20,ANO,0.2628877527737865,ANO,1,26.3,vážený model
961,Data Collect,týd 48/20,ANO,0.2628877527737865,ANO,1,26.3,vážený model
962,Ipsos,týd 48/20,ANO,0.2628877527737865,ANO,1,26.3,vážený model
963,Kantar,týd 48/20,ANO,0.2628877527737865,ANO,1,26.3,vážený model
964,Median,týd 48/20,ANO,0.2628877527737865,ANO,1,26.3,vážený model
965,STEM,týd 48/20,ANO,0.2628877527737865,ANO,1,26.3,vážený model
966,CVVM,týd 49/20,ANO,0.2607241597839541,ANO,1,26.1,vážený model
967,Data Collect,týd 49/20,ANO,0.2607241597839541,ANO,1,26.1,vážený model
968,Ipsos,týd 49/20,ANO,0.2607241597839541,ANO,1,26.1,vážený model
969,Kantar,týd 49/20,ANO,0.2607241597839541,ANO,1,26.1,vážený model
970,Median,týd 49/20,ANO,0.2607241597839541,ANO,1,26.1,vážený model
971,STEM,týd 49/20,ANO,0.2607241597839541,ANO,1,26.1,vážený model
972,CVVM,týd 50/20,ANO,0.258532452259895,ANO,1,25.9,vážený model
973,Data Collect,týd 50/20,ANO,0.258532452259895,ANO,1,25.9,vážený model
974,Ipsos,týd 50/20,ANO,0.258532452259895,ANO,1,25.9,vážený model
975,Kantar,týd 50/20,ANO,0.258532452259895,ANO,1,25.9,vážený model
976,Median,týd 50/20,ANO,0.258532452259895,ANO,1,25.9,vážený model
977,STEM,týd 50/20,ANO,0.258532452259895,ANO,1,25.9,vážený model
978,CVVM,týd 51/20,ANO,0.2564240733332969,ANO,1,25.6,vážený model
979,Data Collect,týd 51/20,ANO,0.2564240733332969,ANO,1,25.6,vážený model
980,Ipsos,týd 51/20,ANO,0.2564240733332969,ANO,1,25.6,vážený model
981,Kantar,týd 51/20,ANO,0.2564240733332969,ANO,1,25.6,vážený model
982,Median,týd 51/20,ANO,0.2564240733332969,ANO,1,25.6,vážený model
983,STEM,týd 51/20,ANO,0.2564240733332969,ANO,1,25.6,vážený model
984,CVVM,týd 52/20,ANO,0.2544943008792771,ANO,1,25.4,vážený model
985,Data Collect,týd 52/20,ANO,0.2544943008792771,ANO,1,25.4,vážený model
986,Ipsos,týd 52/20,ANO,0.2544943008792771,ANO,1,25.4,vážený model
987,Kantar,týd 52/20,ANO,0.2544943008792771,ANO,1,25.4,vážený model
988,Median,týd 52/20,ANO,0.2544943008792771,ANO,1,25.4,vážený model
989,STEM,týd 52/20,ANO,0.2544943008792771,ANO,1,25.4,vážený model
990,CVVM,týd 53/20,ANO,0.25280679878549384,ANO,1,25.3,vážený model
991,Data Collect,týd 53/20,ANO,0.25280679878549384,ANO,1,25.3,vážený model
992,Ipsos,týd 53/20,ANO,0.25280679878549384,ANO,1,25.3,vážený model
993,Kantar,týd 53/20,ANO,0.25280679878549384,ANO,1,25.3,vážený model
994,Median,týd 53/20,ANO,0.25280679878549384,ANO,1,25.3,vážený model
995,STEM,týd 53/20,ANO,0.25280679878549384,ANO,1,25.3,vážený model
996,CVVM,týd 01/21,ANO,0.25138903979891664,ANO,1,25.1,vážený model
997,Data Collect,týd 01/21,ANO,0.25138903979891664,ANO,1,25.1,vážený model
998,Ipsos,týd 01/21,ANO,0.25138903979891664,ANO,1,25.1,vážený model
999,Kantar,týd 01/21,ANO,0.25138903979891664,ANO,1,25.1,vážený model
1000,Median,týd 01/21,ANO,0.25138903979891664,ANO,1,25.1,vážený model
1001,STEM,týd 01/21,ANO,0.25138903979891664,ANO,1,25.1,vážený model
1002,CVVM,týd 02/21,ANO,0.25023741168636865,ANO,1,25.0,vážený model
1003,Data Collect,týd 02/21,ANO,0.25023741168636865,ANO,1,25.0,vážený model
1004,Ipsos,týd 02/21,ANO,0.25023741168636865,ANO,1,25.0,vážený model
1005,Kantar,týd 02/21,ANO,0.25023741168636865,ANO,1,25.0,vážený model
1006,Median,týd 02/21,ANO,0.25023741168636865,ANO,1,25.0,vážený model
1007,STEM,týd 02/21,ANO,0.25023741168636865,ANO,1,25.0,vážený model
1008,CVVM,týd 03/21,ANO,0.248404408850745,ANO,1,24.8,vážený model
1009,Data Collect,týd 03/21,ANO,0.248404408850745,ANO,1,24.8,vážený model
1010,Ipsos,týd 03/21,ANO,0.248404408850745,ANO,1,24.8,vážený model
1011,Kantar,týd 03/21,ANO,0.248404408850745,ANO,1,24.8,vážený model
1012,Median,týd 03/21,ANO,0.248404408850745,ANO,1,24.8,vážený model
1013,STEM,týd 03/21,ANO,0.248404408850745,ANO,1,24.8,vážený model
1014,CVVM,týd 04/21,ANO,0.24627370469212864,ANO,1,24.6,vážený model
1015,Data Collect,týd 04/21,ANO,0.24627370469212864,ANO,1,24.6,vážený model
1016,Ipsos,týd 04/21,ANO,0.24627370469212864,ANO,1,24.6,vážený model
1017,Kantar,týd 04/21,ANO,0.24627370469212864,ANO,1,24.6,vážený model
1018,Median,týd 04/21,ANO,0.24627370469212864,ANO,1,24.6,vážený model
1019,STEM,týd 04/21,ANO,0.24627370469212864,ANO,1,24.6,vážený model
1020,CVVM,týd 05/21,ANO,0.2434648142746865,ANO,1,24.3,vážený model
1021,Data Collect,týd 05/21,ANO,0.2434648142746865,ANO,1,24.3,vážený model
1022,Ipsos,týd 05/21,ANO,0.2434648142746865,ANO,1,24.3,vážený model
1023,Kantar,týd 05/21,ANO,0.2434648142746865,ANO,1,24.3,vážený model
1024,Median,týd 05/21,ANO,0.2434648142746865,ANO,1,24.3,vážený model
1025,STEM,týd 05/21,ANO,0.2434648142746865,ANO,1,24.3,vážený model
1026,CVVM,týd 06/21,ANO,0.24090105852620217,ANO,1,24.1,vážený model
1027,Data Collect,týd 06/21,ANO,0.24090105852620217,ANO,1,24.1,vážený model
1028,Ipsos,týd 06/21,ANO,0.24090105852620217,ANO,1,24.1,vážený model
1029,Kantar,týd 06/21,ANO,0.24090105852620217,ANO,1,24.1,vážený model
1030,Median,týd 06/21,ANO,0.24090105852620217,ANO,1,24.1,vážený model
1031,STEM,týd 06/21,ANO,0.24090105852620217,ANO,1,24.1,vážený model
1032,CVVM,týd 07/21,ANO,0.2382874430010081,ANO,1,23.8,vážený model
1033,Data Collect,týd 07/21,ANO,0.2382874430010081,ANO,1,23.8,vážený model
1034,Ipsos,týd 07/21,ANO,0.2382874430010081,ANO,1,23.8,vážený model
1035,Kantar,týd 07/21,ANO,0.2382874430010081,ANO,1,23.8,vážený model
1036,Median,týd 07/21,ANO,0.2382874430010081,ANO,1,23.8,vážený model
1037,STEM,týd 07/21,ANO,0.2382874430010081,ANO,1,23.8,vážený model
1038,CVVM,týd 08/21,ANO,0.2353498163282942,ANO,1,23.5,vážený model
1039,Data Collect,týd 08/21,ANO,0.2353498163282942,ANO,1,23.5,vážený model
1040,Ipsos,týd 08/21,ANO,0.2353498163282942,ANO,1,23.5,vážený model
1041,Kantar,týd 08/21,ANO,0.2353498163282942,ANO,1,23.5,vážený model
1042,Median,týd 08/21,ANO,0.2353498163282942,ANO,1,23.5,vážený model
1043,STEM,týd 08/21,ANO,0.2353498163282942,ANO,1,23.5,vážený model
1044,CVVM,týd 09/21,ANO,0.23361212284179547,ANO,1,23.4,vážený model
1045,Data Collect,týd 09/21,ANO,0.23361212284179547,ANO,1,23.4,vážený model
1046,Ipsos,týd 09/21,ANO,0.23361212284179547,ANO,1,23.4,vážený model
1047,Kantar,týd 09/21,ANO,0.23361212284179547,ANO,1,23.4,vážený model
1048,Median,týd 09/21,ANO,0.23361212284179547,ANO,1,23.4,vážený model
1049,STEM,týd 09/21,ANO,0.23361212284179547,ANO,1,23.4,vážený model
1050,CVVM,týd 10/21,ANO,0.23197623945407544,ANO,1,23.2,vážený model
1051,Data Collect,týd 10/21,ANO,0.23197623945407544,ANO,1,23.2,vážený model
1052,Ipsos,týd 10/21,ANO,0.23197623945407544,ANO,1,23.2,vážený model
1053,Kantar,týd 10/21,ANO,0.23197623945407544,ANO,1,23.2,vážený model
1054,Median,týd 10/21,ANO,0.23197623945407544,ANO,1,23.2,vážený model
1055,STEM,týd 10/21,ANO,0.23197623945407544,ANO,1,23.2,vážený model
1056,CVVM,týd 11/21,ANO,0.2300448460828895,ANO,1,23.0,vážený model
1057,Data Collect,týd 11/21,ANO,0.2300448460828895,ANO,1,23.0,vážený model
1058,Ipsos,týd 11/21,ANO,0.2300448460828895,ANO,1,23.0,vážený model
1059,Kantar,týd 11/21,ANO,0.2300448460828895,ANO,1,23.0,vážený model
1060,Median,týd 11/21,ANO,0.2300448460828895,ANO,1,23.0,vážený model
1061,STEM,týd 11/21,ANO,0.2300448460828895,ANO,1,23.0,vážený model
1062,CVVM,týd 12/21,ANO,0.22783970218036292,ANO,1,22.8,vážený model
1063,Data Collect,týd 12/21,ANO,0.22783970218036292,ANO,1,22.8,vážený model
1064,Ipsos,týd 12/21,ANO,0.22783970218036292,ANO,1,22.8,vážený model
1065,Kantar,týd 12/21,ANO,0.22783970218036292,ANO,1,22.8,vážený model
1066,Median,týd 12/21,ANO,0.22783970218036292,ANO,1,22.8,vážený model
1067,STEM,týd 12/21,ANO,0.22783970218036292,ANO,1,22.8,vážený model
1068,CVVM,týd 13/21,ANO,0.22604829476010516,ANO,1,22.6,vážený model
1069,Data Collect,týd 13/21,ANO,0.22604829476010516,ANO,1,22.6,vážený model
1070,Ipsos,týd 13/21,ANO,0.22604829476010516,ANO,1,22.6,vážený model
1071,Kantar,týd 13/21,ANO,0.22604829476010516,ANO,1,22.6,vážený model
1072,Median,týd 13/21,ANO,0.22604829476010516,ANO,1,22.6,vážený model
1073,STEM,týd 13/21,ANO,0.22604829476010516,ANO,1,22.6,vážený model
1074,CVVM,týd 14/21,ANO,0.22443215967565153,ANO,1,22.4,vážený model
1075,Data Collect,týd 14/21,ANO,0.22443215967565153,ANO,1,22.4,vážený model
1076,Ipsos,týd 14/21,ANO,0.22443215967565153,ANO,1,22.4,vážený model
1077,Kantar,týd 14/21,ANO,0.22443215967565153,ANO,1,22.4,vážený model
1078,Median,týd 14/21,ANO,0.22443215967565153,ANO,1,22.4,vážený model
1079,STEM,týd 14/21,ANO,0.22443215967565153,ANO,1,22.4,vážený model
1080,CVVM,týd 15/21,ANO,0.22233021849138546,ANO,1,22.2,vážený model
1081,Data Collect,týd 15/21,ANO,0.22233021849138546,ANO,1,22.2,vážený model
1082,Ipsos,týd 15/21,ANO,0.22233021849138546,ANO,1,22.2,vážený model
1083,Kantar,týd 15/21,ANO,0.22233021849138546,ANO,1,22.2,vážený model
1084,Median,týd 15/21,ANO,0.22233021849138546,ANO,1,22.2,vážený model
1085,STEM,týd 15/21,ANO,0.22233021849138546,ANO,1,22.2,vážený model
1086,CVVM,týd 16/21,ANO,0.2201951151176336,ANO,1,22.0,vážený model
1087,Data Collect,týd 16/21,ANO,0.2201951151176336,ANO,1,22.0,vážený model
1088,Ipsos,týd 16/21,ANO,0.2201951151176336,ANO,1,22.0,vážený model
1089,Kantar,týd 16/21,ANO,0.2201951151176336,ANO,1,22.0,vážený model
1090,Median,týd 16/21,ANO,0.2201951151176336,ANO,1,22.0,vážený model
1091,STEM,týd 16/21,ANO,0.2201951151176336,ANO,1,22.0,vážený model
1092,CVVM,týd 17/21,ANO,0.21857561803753636,ANO,1,21.9,vážený model
1093,Data Collect,týd 17/21,ANO,0.21857561803753636,ANO,1,21.9,vážený model
1094,Ipsos,týd 17/21,ANO,0.21857561803753636,ANO,1,21.9,vážený model
1095,Kantar,týd 17/21,ANO,0.21857561803753636,ANO,1,21.9,vážený model
1096,Median,týd 17/21,ANO,0.21857561803753636,ANO,1,21.9,vážený model
